,precision,recall,f1-score,support
0,0.35268505079825835,0.243,0.2877442273534636,1000.0
1,0.47271714922048996,0.849,0.6072961373390557,1000.0
2,0.35793357933579334,0.194,0.251621271076524,1000.0
3,0.49101796407185627,0.082,0.14053127677806343,1000.0
4,0.3378812199036918,0.421,0.3748886910062333,1000.0
5,0.4139511201629328,0.813,0.548582995951417,1000.0
6,0.2861788617886179,0.352,0.31569506726457397,1000.0
7,0.5335689045936396,0.302,0.38569604086845466,1000.0
8,0.3142361111111111,0.181,0.2296954314720812,1000.0
9,0.38480392156862747,0.471,0.42356115107913667,1000.0
accuracy,0.3908,0.3908,0.3908,0.3908
macro avg,0.39449738825550185,0.39080000000000004,0.35653122901890033,10000.0
weighted avg,0.39449738825550185,0.3908,0.35653122901890033,10000.0
