,precision,recall,f1-score,support
0,0.0,0.0,0.0,12.0
1,0.0,0.0,0.0,14.0
2,0.0,0.0,0.0,10.0
3,0.0,0.0,0.0,10.0
4,0.05,0.041666666666666664,0.04545454545454545,24.0
5,0.0,0.0,0.0,7.0
6,0.0,0.0,0.0,10.0
7,0.0,0.0,0.0,85.0
8,0.0,0.0,0.0,8.0
9,0.0,0.0,0.0,49.0
10,0.0,0.0,0.0,12.0
11,0.18181818181818182,0.02631578947368421,0.04597701149425287,152.0
12,0.058823529411764705,0.02564102564102564,0.035714285714285705,39.0
13,0.07692307692307693,0.047619047619047616,0.058823529411764705,21.0
14,0.0,0.0,0.0,5.0
15,0.0,0.0,0.0,15.0
16,0.08695652173913043,0.09090909090909091,0.08888888888888888,22.0
17,0.0,0.0,0.0,5.0
18,0.0,0.0,0.0,12.0
19,0.03333333333333333,0.0625,0.04347826086956522,16.0
20,0.0,0.0,0.0,19.0
21,0.0,0.0,0.0,6.0
22,0.0,0.0,0.0,15.0
23,0.0,0.0,0.0,13.0
24,0.0,0.0,0.0,11.0
25,0.0,0.0,0.0,24.0
26,0.0,0.0,0.0,6.0
27,0.03125,0.09090909090909091,0.046511627906976744,11.0
28,0.0,0.0,0.0,9.0
29,0.0,0.0,0.0,10.0
30,0.0,0.0,0.0,13.0
31,0.0,0.0,0.0,3.0
32,0.10526315789473684,0.2222222222222222,0.14285714285714285,9.0
33,0.047619047619047616,0.07692307692307693,0.058823529411764705,13.0
34,0.0,0.0,0.0,4.0
35,0.0,0.0,0.0,15.0
36,0.05555555555555555,0.125,0.07692307692307691,8.0
37,0.0,0.0,0.0,7.0
38,0.058823529411764705,0.08333333333333333,0.06896551724137931,12.0
39,0.037037037037037035,0.023255813953488372,0.02857142857142857,43.0
40,0.06666666666666667,0.07142857142857142,0.0689655172413793,14.0
41,0.0,0.0,0.0,20.0
accuracy,0.02214022140221402,0.02214022140221402,0.02214022140221402,0.02214022140221402
macro avg,0.021192134224054658,0.023517231644745194,0.019284627666344076,813.0
weighted avg,0.05015825519534203,0.02214022140221402,0.024056434680546378,813.0
