,precision,recall,f1-score,support
0,0.5884057971014492,0.609,0.5985257985257986,1000.0
1,0.9153936545240893,0.779,0.8417071853052404,1000.0
2,0.5187096774193548,0.402,0.45295774647887327,1000.0
3,0.5359778597785978,0.581,0.5575815738963532,1000.0
4,0.4237435008665511,0.489,0.45403899721448465,1000.0
5,0.6509671993271657,0.774,0.7071722247601645,1000.0
6,0.2988394584139265,0.309,0.30383480825958703,1000.0
7,0.7535816618911175,0.789,0.7708842208109428,1000.0
8,0.6379690949227373,0.578,0.6065057712486883,1000.0
9,0.8518918918918919,0.788,0.8187012987012987,1000.0
accuracy,0.6098,0.6098,0.6098,0.6098
macro avg,0.6175479796136881,0.6098,0.611190962520143,10000.0
weighted avg,0.617547979613688,0.6098,0.6111909625201432,10000.0
