,precision,recall,f1-score,support
0,0.38381937911571024,0.408,0.3955404750363548,1000.0
1,0.7206595538312318,0.743,0.7316592811422945,1000.0
2,0.3868312757201646,0.376,0.3813387423935092,1000.0
3,0.3301549463647199,0.277,0.3012506797172377,1000.0
4,0.3122432210353328,0.38,0.34280559314388814,1000.0
5,0.6863727454909819,0.685,0.6856856856856858,1000.0
6,0.28661087866108786,0.274,0.28016359918200406,1000.0
7,0.5732057416267943,0.599,0.5858190709046455,1000.0
8,0.30596026490066225,0.231,0.26324786324786326,1000.0
9,0.4297153024911032,0.483,0.4548022598870056,1000.0
accuracy,0.4456,0.4456,0.4456,0.4456
macro avg,0.44155733092377886,0.44559999999999994,0.4422313250340489,10000.0
weighted avg,0.44155733092377897,0.4456,0.4422313250340489,10000.0
