,precision,recall,f1-score,support
0,0.0,0.0,0.0,12.0
1,0.0,0.0,0.0,14.0
2,0.0,0.0,0.0,10.0
3,0.0,0.0,0.0,10.0
4,0.0,0.0,0.0,24.0
5,0.0,0.0,0.0,7.0
6,0.0,0.0,0.0,10.0
7,0.26153846153846155,0.2,0.22666666666666668,85.0
8,0.0,0.0,0.0,8.0
9,0.0,0.0,0.0,49.0
10,0.0,0.0,0.0,12.0
11,0.21642969984202212,0.9013157894736842,0.3490445859872611,152.0
12,0.0,0.0,0.0,39.0
13,0.0,0.0,0.0,21.0
14,0.0,0.0,0.0,5.0
15,0.0,0.0,0.0,15.0
16,0.0,0.0,0.0,22.0
17,0.0,0.0,0.0,5.0
18,1.0,0.08333333333333333,0.15384615384615385,12.0
19,0.0,0.0,0.0,16.0
20,0.0,0.0,0.0,19.0
21,0.0,0.0,0.0,6.0
22,0.0,0.0,0.0,15.0
23,0.0,0.0,0.0,13.0
24,0.0,0.0,0.0,11.0
25,0.0,0.0,0.0,24.0
26,0.2,0.3333333333333333,0.25,6.0
27,0.5,0.09090909090909091,0.15384615384615385,11.0
28,0.0,0.0,0.0,9.0
29,0.0,0.0,0.0,10.0
30,0.4,0.15384615384615385,0.2222222222222222,13.0
31,1.0,0.3333333333333333,0.5,3.0
32,0.0,0.0,0.0,9.0
33,0.0,0.0,0.0,13.0
34,1.0,0.25,0.4,4.0
35,0.16666666666666666,0.2,0.1818181818181818,15.0
36,0.0,0.0,0.0,8.0
37,0.0,0.0,0.0,7.0
38,0.0,0.0,0.0,12.0
39,0.06382978723404255,0.06976744186046512,0.06666666666666667,43.0
40,0.0,0.0,0.0,14.0
41,0.0,0.0,0.0,20.0
accuracy,0.2066420664206642,0.2066420664206642,0.2066420664206642,0.2066420664206642
macro avg,0.11448725274479031,0.0622818684783189,0.059621681691745386,813.0
weighted avg,0.11226662294934862,0.2066420664206642,0.10940065628292767,813.0
