,precision,recall,f1-score,support
0,0.4925074925074925,0.493,0.49275362318840576,1000.0
1,0.8245787908820614,0.832,0.8282727725236437,1000.0
2,0.4115755627009646,0.384,0.3973098810139679,1000.0
3,0.483971044467425,0.468,0.47585155058464673,1000.0
4,0.3858800773694391,0.399,0.39233038348082594,1000.0
5,0.6528599605522682,0.662,0.6573982125124133,1000.0
6,0.3074596774193548,0.305,0.30622489959839355,1000.0
7,0.71751968503937,0.729,0.7232142857142857,1000.0
8,0.5282837967401726,0.551,0.5394028389623102,1000.0
9,0.7800201816347124,0.773,0.7764942240080361,1000.0
accuracy,0.5596,0.5596,0.5596,0.5596
macro avg,0.5584656269313261,0.5596,0.5589252671586931,10000.0
weighted avg,0.5584656269313261,0.5596,0.5589252671586928,10000.0
