,precision,recall,f1-score,support
0,0.045454545454545456,0.08333333333333333,0.05882352941176471,12.0
1,0.05263157894736842,0.07142857142857142,0.06060606060606061,14.0
2,0.0,0.0,0.0,10.0
3,0.058823529411764705,0.1,0.07407407407407408,10.0
4,0.058823529411764705,0.041666666666666664,0.048780487804878044,24.0
5,0.0,0.0,0.0,7.0
6,0.0,0.0,0.0,10.0
7,0.09565217391304348,0.12941176470588237,0.11,85.0
8,0.0,0.0,0.0,8.0
9,0.02631578947368421,0.02040816326530612,0.022988505747126436,49.0
10,0.2,0.08333333333333333,0.11764705882352941,12.0
11,0.17,0.2236842105263158,0.19318181818181818,152.0
12,0.0,0.0,0.0,39.0
13,0.16666666666666666,0.047619047619047616,0.07407407407407407,21.0
14,0.0,0.0,0.0,5.0
15,0.0,0.0,0.0,15.0
16,0.0,0.0,0.0,22.0
17,0.0,0.0,0.0,5.0
18,0.0,0.0,0.0,12.0
19,0.0,0.0,0.0,16.0
20,0.0,0.0,0.0,19.0
21,0.0,0.0,0.0,6.0
22,0.0,0.0,0.0,15.0
23,0.0,0.0,0.0,13.0
24,0.0,0.0,0.0,11.0
25,0.058823529411764705,0.041666666666666664,0.048780487804878044,24.0
26,0.0,0.0,0.0,6.0
27,0.06666666666666667,0.09090909090909091,0.07692307692307691,11.0
28,0.0,0.0,0.0,9.0
29,0.1111111111111111,0.1,0.10526315789473685,10.0
30,0.0,0.0,0.0,13.0
31,0.0,0.0,0.0,3.0
32,0.0,0.0,0.0,9.0
33,0.0,0.0,0.0,13.0
34,0.0,0.0,0.0,4.0
35,0.0,0.0,0.0,15.0
36,0.0,0.0,0.0,8.0
37,0.0,0.0,0.0,7.0
38,0.0,0.0,0.0,12.0
39,0.0641025641025641,0.11627906976744186,0.08264462809917356,43.0
40,0.0,0.0,0.0,14.0
41,0.0,0.0,0.0,20.0
accuracy,0.07380073800738007,0.07380073800738007,0.07380073800738007,0.07380073800738007
macro avg,0.02797789725168915,0.02737475995765848,0.025566356177266453,813.0
weighted avg,0.06206005476540465,0.07380073800738007,0.06506330774520303,813.0
